City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Valleyview,0,CA,1572578583,91,55.07,-117.28,271.75,2.57
Bethel,90,US,1572578583,86,60.79,-161.76,272.15,6.7
Sechura,1,PE,1572578584,87,-5.56,-80.82,290.83,6.76
Vostochnyy,100,RU,1572578584,74,55.82,37.87,271.15,7.0
Anori,41,BR,1572578584,95,-3.74,-61.66,297.0,0.78
Nuevo Laredo,90,US,1572578584,28,27.49,-99.5,286.15,2.1
Jesus Carranza,1,MX,1572578584,10,31.49,-106.24,284.82,3.1
Am Timan,0,TD,1572578585,56,11.04,20.28,295.54,1.04
Tazovskiy,36,RU,1572578585,97,67.47,78.7,253.49,1.78
Christchurch,100,NZ,1572578585,58,-43.53,172.64,287.59,4.6
Konevo,94,BG,1572578585,70,41.67,25.61,284.26,2.24
Barao de Melgaco,40,BR,1572578586,78,-16.19,-55.97,299.15,1.5
Magway,0,MM,1572578586,66,20.15,94.92,301.52,1.69
Axim,0,GH,1572578586,96,4.87,-2.24,296.41,0.46
Adrar,0,DZ,1572578586,32,27.87,-0.29,290.15,3.6
Mercedes,0,UY,1572578586,76,-33.25,-58.03,290.37,1.79
Rock Sound,0,BS,1572578586,77,24.9,-76.2,300.2,4.78
Vilyuysk,27,RU,1572578587,84,63.75,121.63,259.04,3.86
Awjilah,0,LY,1572578587,45,29.14,21.3,291.26,3.01
Port Shepstone,82,ZA,1572578587,94,-30.74,30.45,289.02,1.9
Senov,0,CZ,1572578587,92,49.79,18.38,271.48,1.0
Payo,13,ID,1572578587,45,-3.75,103.64,302.73,1.7
Sarangani,82,PH,1572578588,75,5.4,125.46,301.9,5.28
Copiapo,75,CL,1572578588,82,-27.37,-70.33,286.15,2.6
Dormidontovka,99,RU,1572578588,74,47.77,134.91,278.11,5.57
Wilmington,90,US,1572578493,88,39.75,-75.55,297.59,4.1
Brae,100,GB,1572578589,87,60.4,-1.35,282.15,4.1
Arona,75,IT,1572578589,93,45.76,8.56,285.37,1.5
Marzuq,77,YE,1572578589,25,14.4,46.47,290.31,0.48
Cuenca,77,EC,1572578589,93,-2.9,-79.0,287.15,2.6
Finschhafen,66,PG,1572578590,79,-6.6,147.85,300.77,5.12
Palu,40,ID,1572578590,53,-0.9,119.87,302.44,1.66
Burnie,100,AU,1572578590,46,-41.05,145.91,298.71,1.34
Qasigiannguit,94,GL,1572578590,57,68.82,-51.19,265.15,1.0
Cabo San Lucas,40,MX,1572578591,69,22.89,-109.91,299.26,3.1
Sohbatpur,8,PK,1572578591,34,28.52,68.54,300.29,1.42
Sainte-Rose,90,CA,1572578591,93,45.61,-73.79,283.15,4.1
Loandjili,20,CG,1572578591,100,-4.77,11.87,297.15,1.5
Zemaiciu Naumiestis,90,LT,1572578592,86,55.36,21.7,278.8,2.73
Turmalina,38,BR,1572578401,84,-17.29,-42.73,291.05,1.0
Ouargaye,100,BF,1572578592,68,11.5,0.06,299.01,1.11
Nuuk,100,GL,1572578592,83,64.17,-51.74,275.15,3.1
Camaqua,100,BR,1572578592,77,-30.85,-51.81,290.98,4.25
Waipawa,100,NZ,1572578592,56,-39.94,176.59,289.82,0.89
Pyaozerskiy,97,RU,1572578593,87,65.83,31.17,270.16,6.63
Carnarvon,42,ZA,1572578593,23,-30.97,22.13,286.75,3.56
Ankazoabo,2,MG,1572578593,74,-22.29,44.51,292.12,3.79
Adiake,20,CI,1572578593,100,5.29,-3.3,298.15,0.26
Grand Gaube,20,MU,1572578594,73,-20.01,57.66,297.15,2.6
Ponta Delgada,75,PT,1572578594,94,37.73,-25.67,295.15,9.3
Nizhnyaya Salda,100,RU,1572578594,90,58.07,60.71,265.65,5.99
Linxia,0,CN,1572578594,47,35.6,103.21,280.5,2.49
High Prairie,0,CA,1572578595,90,55.43,-116.48,271.2,3.01
Sioux Lookout,90,CA,1572578595,74,50.1,-91.92,271.15,3.6
Praia,85,BR,1572578595,73,-20.25,-43.81,295.15,1.16
Dingle,81,PH,1572578595,73,11.0,122.67,302.29,4.34
Buinsk,98,RU,1572578595,94,54.97,48.29,264.06,4.71
Buchach,73,UA,1572578596,92,49.06,25.39,272.59,1.0
Nazarovo,100,RU,1572578596,90,56.01,90.42,276.41,4.2
Kiama,36,AU,1572578596,47,-34.67,150.86,300.15,6.7
Carbonia,20,IT,1572578597,93,39.17,8.53,290.37,2.1
Shimoda,0,JP,1572578597,53,34.7,138.93,296.15,5.7
Comodoro Rivadavia,3,AR,1572578520,41,-45.87,-67.48,288.15,4.6
Tura,32,RU,1572578597,92,64.27,100.22,256.31,2.63
Imbituba,75,BR,1572578597,100,-28.24,-48.67,294.15,3.6
San Cristobal,89,HN,1572578425,91,14.68,-86.92,291.71,1.5
Chegdomyn,100,RU,1572578598,86,51.13,133.04,273.72,2.96
Kui Buri,75,TH,1572578599,69,12.07,99.86,301.15,1.0
Abilene,1,US,1572578599,54,32.45,-99.73,277.15,2.6
Talara,11,PE,1572578599,88,-4.58,-81.27,292.12,10.77
Sao Jose da Coroa Grande,79,BR,1572578599,78,-8.9,-35.15,298.98,6.67
Rio Grande,0,BR,1572578599,80,-32.03,-52.1,291.48,1.79
Brenham,1,US,1572578600,62,30.17,-96.4,279.15,1.5
Makakilo City,90,US,1572578600,78,21.35,-158.09,301.15,4.1
Kavaratti,40,IN,1572578601,74,10.57,72.64,302.15,3.1
Umm Kaddadah,0,SD,1572578601,25,13.6,26.69,298.07,5.21
Kaeo,0,NZ,1572578601,65,-35.1,173.78,292.59,5.35
Mount Isa,58,AU,1572578601,11,-20.73,139.49,310.15,4.6
Huilong,100,CN,1572578602,79,31.15,106.5,289.73,0.94
Ahipara,17,NZ,1572578602,65,-35.17,173.16,292.59,9.12
Fukagawa,40,JP,1572578602,50,43.72,142.05,284.15,7.2
Vila Velha,75,BR,1572578602,69,-3.71,-38.6,300.15,6.7
Vardo,90,US,1572578602,57,39.62,-77.74,286.15,11.8
Cherskiy,79,RU,1572578603,89,68.75,161.3,259.69,1.18
Takaka,47,NZ,1572578603,69,-40.86,172.81,292.04,3.13
Murray,1,US,1572578603,68,40.67,-111.89,274.26,0.35
Juliaca,0,PE,1572578603,66,-15.49,-70.13,281.8,0.75
Leh,6,IN,1572578604,36,34.16,77.58,271.05,1.06
Ludvika,99,SE,1572578604,100,60.15,15.18,270.93,0.87
Shingu,40,JP,1572578604,53,33.72,135.99,295.15,5.7
Evensk,100,RU,1572578604,77,61.92,159.24,271.02,1.81
Balaipungut,59,ID,1572578605,63,1.11,101.31,303.31,1.69
Turbat,0,PK,1572578605,67,26.0,63.05,298.38,0.1
Filingue,0,NE,1572578605,24,14.35,3.32,302.43,2.55
Muros,90,ES,1572578605,100,42.77,-9.06,293.15,5.7
Tarrafal,0,CV,1572578605,74,15.28,-23.77,299.15,5.7
Norden,100,DE,1572578606,78,53.59,7.21,274.82,2.6
Stettler,89,CA,1572578606,83,52.32,-112.71,274.26,5.81
Dolny Kubin,0,SK,1572578606,92,49.21,19.3,270.93,1.0
Dukat,54,AL,1572578606,94,40.25,19.57,288.71,1.93
Henderson,1,US,1572578580,16,36.04,-114.98,286.15,4.1
Ilebo,72,CD,1572578607,80,-4.33,20.59,295.52,0.25
Hearst,32,CA,1572578520,67,49.69,-83.67,268.7,2.85
Bilibino,87,RU,1572578607,91,68.06,166.44,259.69,1.2
Fortuna Foothills,1,US,1572578607,15,32.66,-114.41,291.15,3.6
Bazaliya,86,UA,1572578608,84,49.71,26.47,273.0,0.99
Vysotsk,90,RU,1572578608,86,60.63,28.57,274.26,3.6
Kendari,67,ID,1572578608,43,-3.99,122.52,308.18,0.75
Lewistown,1,US,1572578608,86,40.39,-90.15,272.04,3.1
Kavali,84,IN,1572578609,79,14.91,79.99,299.94,1.33
Hambantota,20,LK,1572578609,94,6.12,81.12,301.15,1.5
Ambam,100,CM,1572578609,98,2.38,11.27,292.91,0.19
Mandalgovi,55,MN,1572578609,35,45.76,106.27,280.13,3.85
Nagato,20,JP,1572578609,60,34.35,131.14,295.93,5.1
Santiago,93,PH,1572578691,87,16.69,121.54,299.45,1.22
Cordoba,88,AR,1572578610,44,-27.78,-67.24,295.37,2.12
Strezhevoy,40,RU,1572578610,92,60.73,77.6,267.15,7.0
Pangnirtung,43,CA,1572578610,78,66.15,-65.72,267.77,1.94
Sao Miguel do Araguaia,0,BR,1572578610,53,-13.28,-50.16,299.15,1.18
Marsh Harbour,0,BS,1572578611,79,26.54,-77.06,300.03,4.08
Les Cayes,0,HT,1572578611,70,18.19,-73.75,301.33,3.21
Cartagena,13,ES,1572578611,77,37.63,-1.0,291.48,1.0
Esperance,90,AU,1572578611,36,-33.86,121.89,291.15,11.8
Ancud,90,CL,1572578611,100,-41.87,-73.83,283.15,5.7
Monze,0,ZM,1572578611,67,-16.28,27.48,293.13,2.61
Sao Joao da Barra,64,BR,1572578612,92,-21.64,-41.05,296.81,5.04
Puerto Escondido,40,MX,1572578613,74,15.86,-97.07,299.15,1.5
Chinhoyi,35,ZW,1572578613,75,-17.36,30.19,291.23,2.7
Gazimurskiy Zavod,0,RU,1572578613,48,51.55,118.33,275.59,4.52
Maxixe,7,MZ,1572578613,75,-23.86,35.35,295.58,7.43
Petaling Jaya,20,MY,1572578613,70,3.11,101.64,303.15,4.1
Lazaro Cardenas,5,MX,1572578614,25,28.39,-105.62,284.26,2.42
Henties Bay,99,NA,1572578614,74,-22.12,14.28,289.13,5.09
Okahandja,73,NA,1572578614,11,-21.98,16.91,298.15,1.0
Nelson Bay,3,AU,1572578614,42,-32.72,152.14,302.15,7.2
Markova,90,RU,1572578615,100,52.21,104.21,274.15,2.0
Ambon,90,FR,1572578615,100,47.55,-2.56,289.82,7.2
Cervo,73,BR,1572578615,94,-22.19,-46.24,290.39,1.46
Nouadhibou,0,MR,1572578615,69,20.93,-17.03,296.15,6.2
Padang,68,ID,1572578615,66,-0.92,100.36,298.75,1.62
Road Town,40,VG,1572578616,69,18.42,-64.62,301.15,3.1
Itanagar,20,IN,1572578616,69,27.1,93.63,299.15,1.0
Trincomalee,27,LK,1572578616,65,8.58,81.23,301.91,0.7
Maceio,20,BR,1572578616,94,-9.67,-35.74,294.15,2.1
Jurm,100,AF,1572578617,56,36.86,70.83,278.91,1.29
Concordia,91,AR,1572578617,81,-31.4,-58.02,292.59,1.34
Lebu,40,ET,1572578617,66,8.96,38.73,285.15,1.0
Castanos,61,MX,1572578617,23,26.78,-101.42,285.93,0.89
Cobija,89,BR,1572578617,90,-11.02,-68.77,295.99,0.95
Shouguang,100,CN,1572578618,30,36.88,118.73,292.81,5.1
Tlacolula,99,MX,1572578618,89,16.95,-96.48,285.69,2.56
Dauriya,12,RU,1572578618,38,49.93,116.85,277.57,5.67
Birjand,20,IR,1572578619,60,32.86,59.22,278.15,3.1
Souris,75,CA,1572578619,87,46.36,-62.25,289.15,9.8
Karasjok,100,NO,1572578619,78,69.47,25.52,262.15,7.2
Half Moon Bay,1,US,1572578619,27,37.46,-122.43,290.15,6.2
Namtsy,40,RU,1572578619,78,62.72,129.66,264.15,3.0
Karratha,0,AU,1572578620,43,-20.74,116.85,299.32,3.67
Dudinka,90,RU,1572578620,76,69.41,86.18,252.15,7.0
Borogontsy,100,RU,1572578620,86,62.67,131.17,264.08,2.36
Terney,35,RU,1572578620,55,45.05,136.61,278.24,4.53
Waingapu,34,ID,1572578620,73,-9.65,120.26,300.95,3.97
Touros,20,BR,1572578621,88,-5.2,-35.46,296.15,1.5
Conceicao da Barra,99,BR,1572578621,82,-18.59,-39.73,298.56,7.42
San Andres,65,PH,1572578621,59,13.32,122.68,304.32,1.94
Thinadhoo,98,MV,1572578621,80,0.53,72.93,300.5,5.24
Alton,90,US,1572578621,35,26.29,-98.31,288.15,2.6
Mitsamiouli,100,KM,1572578622,77,-11.38,43.28,299.23,2.86
Nyzhni Sirohozy,49,UA,1572578622,50,46.85,34.38,271.81,1.78
Rio Gallegos,19,AR,1572578622,75,-51.62,-69.22,278.15,5.7
Tuatapere,67,NZ,1572578622,78,-46.13,167.69,284.82,9.83
Matara,76,BI,1572578623,78,-3.48,29.48,287.21,2.39
Bintulu,75,MY,1572578623,74,3.17,113.03,303.15,0.86
Panaba,0,MX,1572578623,90,21.28,-88.27,298.71,3.33
Cap Malheureux,20,MU,1572578623,73,-19.98,57.61,297.15,2.6
Palencia,75,ES,1572578623,93,42.01,-4.53,289.26,7.2
Tha Bo,75,TH,1572578552,65,17.85,102.58,300.15,2.1
Manaure,71,CO,1572578624,82,11.78,-72.45,301.17,8.85
Hamilton,90,CA,1572578624,93,43.26,-79.87,282.15,12.9
Sungairaya,91,ID,1572578624,61,0.7,108.9,304.9,1.36
Kayes,0,ML,1572578624,60,14.44,-11.44,296.15,2.1
Utete,45,TZ,1572578625,98,-7.99,38.76,295.2,0.49
Oussouye,0,SN,1572578625,94,12.49,-16.54,295.15,1.82
Jelgava,0,LV,1572578625,93,56.65,23.73,275.15,2.1
Kasama,0,ZM,1572578625,47,-10.21,31.19,290.56,2.33
Jinxi,61,CN,1572578626,44,27.92,116.75,296.91,1.94
Los Llanos de Aridane,20,ES,1572578626,83,28.66,-17.92,295.15,6.2
Kunming,87,CN,1572578626,48,25.04,102.71,294.26,6.0
Sainte-Suzanne,90,CH,1572578626,93,47.51,6.77,282.59,4.6
Namatanai,74,PG,1572578626,65,-3.66,152.44,304.01,3.75
Mabay,100,CU,1572578627,94,20.35,-76.78,297.15,3.1
High Level,5,CA,1572578627,74,58.52,-117.13,275.15,3.1
Russell,1,US,1572578627,54,38.9,-98.86,274.82,4.1
Linqing,100,CN,1572578628,26,36.85,115.71,293.73,3.46
Syracuse,90,US,1572578355,87,43.05,-76.15,289.26,10.8
Ornskoldsvik,11,SE,1572578628,79,63.29,18.72,271.15,4.6
Kedrovyy,90,RU,1572578628,94,56.17,91.82,273.15,5.0
Zelenoborsk,100,RU,1572578628,80,61.47,64.05,266.05,5.14
Peleduy,94,RU,1572578629,92,59.63,112.75,262.64,2.31
Rio Muerto,5,MX,1572578629,33,27.42,-110.23,295.15,2.1
Yulara,0,AU,1572578629,4,-25.24,130.99,312.15,10.8
Abaza,96,RU,1572578629,82,52.65,90.1,277.2,2.97
Sagone,75,FR,1572578629,87,42.12,8.7,289.15,2.6
Baykit,93,RU,1572578630,95,61.68,96.39,258.58,0.57
Skibbereen,90,IE,1572578630,100,51.55,-9.27,285.15,8.2
Lagoa,20,PT,1572578630,93,37.14,-8.45,293.15,3.6
Baiyin,3,CN,1572578630,61,36.55,104.13,281.15,3.0
Acapulco,90,MX,1572578630,83,16.86,-99.88,301.15,2.6
Swidwin,14,PL,1572578631,100,53.77,15.78,274.82,3.1
Erenhot,97,CN,1572578631,37,43.65,111.97,283.51,1.89
Araouane,0,ML,1572578631,22,18.9,-3.53,295.97,5.09
Prince Rupert,90,CA,1572578631,100,54.32,-130.32,280.15,1.0
Raudeberg,75,NO,1572578631,81,61.99,5.14,280.15,7.2
Bafq,0,IR,1572578631,57,31.6,55.4,282.87,0.8
Zhangye,67,CN,1572578632,22,38.94,100.46,284.84,1.14
Bitung,40,ID,1572578632,59,1.44,125.19,306.15,3.6
Iroquois Falls,90,CA,1572578632,68,48.76,-80.69,270.15,6.7
Macas,100,EC,1572578632,97,-2.3,-78.12,290.54,0.96
Burgeo,100,CA,1572578632,94,47.61,-57.61,283.34,13.99
Ca Mau,23,VN,1572578633,68,9.18,105.15,303.26,2.15
Praia da Vitoria,40,PT,1572578633,88,38.73,-27.07,295.15,10.94
Konice,0,CZ,1572578633,90,49.59,16.89,274.26,4.1
Plettenberg Bay,1,ZA,1572578634,71,-34.05,23.37,287.05,1.68
Kungurtug,1,RU,1572578634,54,50.6,97.53,275.88,0.73
Lleida,67,ES,1572578634,93,41.61,0.63,290.93,2.1
Ostrovnoy,5,RU,1572578634,81,68.05,39.51,259.24,1.82
Kjopsvik,100,NO,1572578525,92,68.1,16.37,275.37,5.1
Qaqortoq,100,GL,1572578635,55,60.72,-46.03,277.15,6.7
Chulakivka,33,UA,1572578635,79,46.36,32.36,269.15,3.0
Kuusamo,90,FI,1572578635,92,65.96,29.19,267.15,2.6
Larsnes,100,NO,1572578635,75,62.2,5.58,280.15,4.6
Krasnouralsk,100,RU,1572578635,58,58.36,60.04,266.74,4.92
Teeli,93,RU,1572578636,61,51.01,90.2,275.92,0.6
San Quintin,94,PH,1572578636,60,17.54,120.52,304.4,1.87
Panchagarh,20,BD,1572578636,69,26.33,88.56,298.15,1.0
Marsabit,69,KE,1572578637,74,2.34,37.99,295.74,8.26
Waddan,0,LY,1572578637,82,29.16,16.14,290.6,2.7
Ilhabela,2,BR,1572578505,89,-23.78,-45.36,297.19,1.37
Muyezerskiy,97,RU,1572578637,94,63.93,31.65,267.95,3.5
Nicoya,75,CR,1572578638,100,10.15,-85.45,297.15,1.0
Sorong,100,ID,1572578638,92,-0.86,131.25,300.1,1.85
Olinda,40,AU,1572578638,19,-37.84,145.39,307.15,9.8
Broken Hill,87,AU,1572578638,23,-31.97,141.45,304.15,9.8
Varzea da Palma,94,BR,1572578639,62,-17.6,-44.73,296.71,4.8
Monrovia,40,LR,1572578639,94,6.33,-10.8,298.15,0.98
Serchhip,75,IN,1572578639,83,23.31,92.85,297.15,0.25
Sungaipenuh,51,ID,1572578639,56,-2.08,101.38,297.33,1.43
Zinacantan,40,MX,1572578639,78,16.76,-92.72,297.15,8.2
Luwuk,22,ID,1572578640,77,-0.95,122.79,300.31,3.28
Ginir,0,ET,1572578640,73,7.14,40.71,285.39,2.65
Ust-Nera,100,RU,1572578640,89,64.57,143.24,261.17,1.18
Troitsko-Pechorsk,87,RU,1572578641,95,62.71,56.19,265.84,1.96
Gohpur,20,IN,1572578641,69,26.89,93.63,299.15,1.0
Snasa,100,NO,1572578525,98,64.25,12.38,271.64,1.71
Derby,75,GB,1572578641,100,52.92,-1.48,281.48,4.6
Gornopravdinsk,100,RU,1572578641,93,60.06,69.92,268.03,4.54
Funadhoo,64,MV,1572578465,71,6.15,73.27,301.42,2.26
Srikakulam,5,IN,1572578596,79,18.29,83.89,300.21,1.42
Yarada,40,IN,1572578642,83,17.65,83.27,301.15,1.0
Kuressaare,90,EE,1572578642,93,58.21,25.84,275.37,4.1
Terrace,75,CA,1572578642,93,54.52,-128.61,278.15,1.0
Champerico,40,MX,1572578643,78,16.38,-93.6,297.15,8.2
Codrington,90,AU,1572578643,47,-28.95,153.24,300.15,6.7
Port Macquarie,0,AU,1572578643,57,-31.43,152.91,299.15,8.2
Phuket,40,TH,1572578802,70,7.89,98.4,304.15,3.6
Valente,59,BR,1572578643,83,-11.41,-39.46,294.73,3.03
Juneau,90,US,1572578644,93,58.3,-134.42,279.82,5.1
Opuwo,68,NA,1572578644,16,-18.06,13.84,296.14,2.88
Ternate,75,PH,1572578644,79,14.29,120.72,303.15,2.1
Ballina,100,IE,1572578645,96,54.11,-9.15,284.26,1.79
Tabas,42,IR,1572578645,62,33.6,56.92,285.15,1.0
Manta,77,RO,1572578645,73,45.1,24.1,273.82,0.93
Dubbo,0,AU,1572578580,19,-32.25,148.6,305.15,5.7
Samarai,90,PG,1572578645,70,-10.62,150.67,300.16,4.55
Jasper,20,US,1572578646,93,33.83,-87.28,276.48,2.41
